ID,Station Name,Access,Owner,Last_Used,Open_Date,DC_Fast,Level1_Charging,Level2_Charging,Address,City,State,Zipcode,Latitude,Longitude,Pricing,Connection_Type
None,Haley Farm Inn and Retreat Center - Tesla Destination,public,INN,2022-10-06,2016-04-01,,,3.0,16766 Garrett Hwy,Oakland,MD,21550,39.470945,-79.358778,Free,J1772 TESLA
None,Hall Chevrolet,private,CAR_DEALER,2022-01-10,2016-11-01,,,1.0,6412 Western Branch,Chesapeake,VA,23321,36.86667720617698,-76.41727067246092,,J1772
None,Hall Ford Lincoln,public,CAR_DEALER,2023-01-10,2013-10-01,,,2.0,12896 Jefferson Ave,Newport News,VA,23608,37.148296,-76.525986,Free,J1772
None,Hall Nissan,private,CAR_DEALER,2024-02-12,2012-01-31,,,1.0,3417 Western Branch Blvd,Chesapeake,VA,23321,36.86525,-76.41779,Free,J1772
None,Hall Nissan,public,CAR_DEALER,2024-02-12,2012-01-31,1.0,,3.0,3417 Western Branch Blvd,Chesapeake,VA,23321,36.86525,-76.41779,Free,CHADEMO J1772 J1772COMBO
None,Hall Nissan - Virginia Beach,private,CAR_DEALER,2024-02-12,2012-01-31,,,1.0,3757 Booney Rd,Virginia Beach,VA,23452,36.83882,-76.10243,,J1772
None,Hall Nissan - Virginia Beach,public,CAR_DEALER,2024-02-12,2012-01-31,1.0,,2.0,3757 Booney Rd,Virginia Beach,VA,23452,36.83882,-76.10243,Free,CHADEMO J1772 J1772COMBO
None,Hall of the States Office Building,public,,2024-10-08,2021-11-11,,,2.0,400/444 North Capitol Street NW,Washington,DC,20001,38.8957704,-77.0094944,$1.00/Hr Parking Fee,J1772
None,Halstead Square,public,,2024-10-08,2011-07-21,,,1.0,2750 Gallows Road,Vienna,VA,22180,38.8786822,-77.228186,FREE,J1772
None,Hamilton Library,public,LIBRARY,2023-10-12,2016-11-15,1.0,,4.0,5910 Harford Rd,Baltimore,MD,21214,39.356533,-76.558482,Free,CHADEMO J1772 J1772COMBO
None,Hamilton Nissan,private,CAR_DEALER,2024-02-12,2012-01-31,,,1.0,1929 Dual Hwy,Hagerstown,MD,21740,39.605636,-77.687979,Free,J1772
None,Hamilton Nissan,public,CAR_DEALER,2024-02-12,2012-01-31,2.0,,2.0,1929 Dual Hwy,Hagerstown,MD,21740,39.605636,-77.687979,Free,CHADEMO J1772 J1772COMBO
None,Hampton Chevrolet,public,CAR_DEALER,2023-12-13,2013-06-01,,,2.0,1073 W Mercury Blvd,Hampton,VA,23666,37.041065,-76.384783,Free,J1772
None,Hampton Inn,public,HOTEL,2023-11-09,2021-10-27,,,1.0,40 Payne Ln,Staunton,VA,22902,38.123999,-79.066945,Free,J1772
None,Hampton Inn & Suites,public,,2024-10-08,2022-02-10,,,6.0,1150 Motel Drive,Woodstock,VA,22664,38.868347,-78.52863,Free,J1772
None,Hampton Inn & Suites Columbia/South MD - Tesla Destination,public,HOTEL,2022-10-06,2017-11-29,,,6.0,7045 Minstrel Wy,Columbia,MD,21046,39.17575,-76.846303,Free,J1772 TESLA
None,Hampton Inn - Danville,public,,2024-10-08,2021-05-11,,,2.0,1098 Riverside Drive,Danville,VA,24540,36.597403,-79.403276,Free,J1772
None,Hampton Inn Cumberland - Tesla Destination,public,,2022-10-06,2018-06-20,,,3.0,109 Welton Dr,Cumberland,MD,21502,39.6588203,-78.747755,Free,TESLA
None,Hampton Inn Ocean City West,public,,2024-10-08,2022-12-16,,,4.0,12708 Ocean Gateway,Ocean City,MD,21842,38.336318,-75.110408,,J1772
None,Hampton Inn Salem East-Electric Road - Tesla Destination,public,HOTEL,2022-10-06,2016-03-25,,,2.0,1886 Electric Rd,Salem,VA,24153,37.265168,-80.03218,Free,TESLA
None,Hampton Inn Stony Creek/Petersburg Area - Tesla Destination,public,HOTEL,2022-10-06,2017-08-30,,,3.0,10476 Blue Star Hwy,Stony Creek,VA,23882,36.974829,-77.394007,Free,TESLA
None,Hampton Inn Tappahannock,public,,2024-10-08,2023-04-25,,,2.0,1003 Hobbs Hole Drive,Tappahannock,VA,22560,37.909652,-76.861541,,J1772
None,Hampton Inn Washington-Downtown-Convention Center - Tesla Destination,public,HOTEL,2022-10-06,2015-12-07,,,1.0,901 6th St NW,Washington,DC,20001,38.901964,-77.019837,Free,TESLA
None,Hampton Roads Executive Airport,public,AIRPORT,2022-02-10,2022-01-24,,,2.0,5164 W Military Hwy,Chesapeake,VA,23321,36.7778985561238,-76.4473544745407,,TESLA
None,Hancock Western Rail Trail Parking Lot,public,PARK,2022-11-10,2019-12-01,2.0,,,2 Canal St,Hancock,MD,21750,39.698418,-78.178408,Free,CHADEMO J1772COMBO
None,Hapco,private,OFFICE_BLDG,2023-08-10,2022-09-15,,,1.0,26252 Hillman Hwy,Abingdon,VA,24210,36.739617,-81.905992,,J1772
None,Harris Teeter - Tesla Supercharger,public,SHOPPING_CENTER,2024-07-01,2020-02-21,8.0,,,43300 Southern Walk Plaza,Ashburn,VA,20148,39.008411,-77.501811,,TESLA
None,"Harris Teeter 373 (Potomac, MD)",public,,2024-10-08,2023-06-22,4.0,,,12525 Park Potomac Ave,Potomac,MD,20854,39.06153,-77.15671,,J1772COMBO
None,Harris Teeter Market,public,PARKING_GARAGE,2023-08-10,2023-02-01,,,2.0,130 M St NE,Washington,DC,20002,38.9058177008843,-77.0047423605238,,J1772
None,Harrisonburg Electric Commission,public,UTILITY,2022-11-10,2011-10-03,,,3.0,89 W Bruce St,Harrisonburg,VA,22801,38.447533,-78.870744,Free,J1772
None,Harrisonburg Nissan,private,CAR_DEALER,2024-02-12,2012-01-31,,,1.0,2275 E Market St,Harrisonburg,VA,22801,38.422471,-78.838899,Free,J1772
None,Harrisonburg Nissan,public,CAR_DEALER,2024-02-12,2012-01-31,,,1.0,2275 E Market St,Harrisonburg,VA,22801,38.422471,-78.838899,Free,J1772
None,"Harry F. Byrd, Sr. Visitor Center",public,OFFICE_BLDG,2023-05-03,2023-04-18,,,1.0,259 Big Meadows Visitor Rd,Madison,VA,22851,38.53108,-78.43637,Free,J1772
None,Hart Motor Co.,public,,2024-10-07,2022-09-30,1.0,,,1341 East Main Street,Salem,VA,24153,37.297703,-80.033145,,J1772COMBO
None,Hart Nissan,private,CAR_DEALER,2024-02-12,2012-01-31,,,1.0,6564 Mechanicsville Pike,Mechanicsville,VA,23111,37.61341,-77.33577,Free,J1772
None,Hart Nissan,public,CAR_DEALER,2024-02-12,2012-01-31,1.0,,1.0,6564 Mechanicsville Pike,Mechanicsville,VA,23111,37.61341,-77.33577,Free,CHADEMO J1772 J1772COMBO
None,Hartland Greeting House,public,,2024-10-08,2021-07-26,,,2.0,23244 Lansing Woods Lane,Aldie,VA,20105,38.973565,-77.566872,,J1772
None,Hawthorn Center,public,,2024-10-08,2019-12-10,,,1.0,6175 Sunny Spring,Columbia,MD,21044,39.2071996,-76.8837771,$0.20/kWh Energy Fee,J1772
None,Headlines Hair,public,,2024-10-08,2020-12-10,,,1.0,4420 Fitch Avenue,Nottingham,MD,21236,39.3698778,-76.5027125,,J1772
None,Hecht Warehouse Garage,public,PUBLIC,2024-10-08,2023-11-03,,,3.0,1474 Okie St. NE.,Washington,DC,20002,38.91529100777363,-76.98267826424855,,J1772
None,Herb Gordon Nissan,private,CAR_DEALER,2024-02-12,2011-03-15,,,1.0,3131 Automobile Blvd,Silver Spring,MD,20904,39.077447,-76.947933,Free,J1772
None,Herb Gordon Nissan,public,CAR_DEALER,2024-02-12,2011-03-15,1.0,,1.0,3131 Automobile Blvd,Silver Spring,MD,20904,39.077447,-76.947933,Free,CHADEMO J1772
None,Heritage Center,public,,2024-10-08,2017-08-09,,,5.0,7619 Little River Turnpike,Annandale,VA,22003,38.8315179,-77.2098419,FREE,J1772
None,Heritage Subaru Catonsville,public,,2024-10-08,2023-01-25,,,1.0,6624 Baltimore National Pike,Baltimore,MD,21228,39.288636,-76.768253,Free,J1772
None,Herndon,public,,2024-10-08,2022-11-08,,,3.0,13241 Woodland Park Road,Herndon,VA,20171,38.9523677,-77.4032321,,J1772
None,Herring Run Library Branch,public,LIBRARY,2023-10-12,2017-02-06,1.0,,,3801 Erdman Ave,Baltimore,MD,21213,39.315122,-76.569243,Free,CHADEMO J1772COMBO
None,Hethwood Recreation Center,public,REC_SPORTS_FACILITY,2022-02-10,2022-01-24,,,1.0,2210 Tall Oaks Dr,Blacksburg,VA,24060,37.2173909570292,-80.4473980989607,,J1772
None,Heyday Properties,public,PAY_GARAGE,2022-10-11,2021-03-15,,,4.0,1501 M St NW,Washington,DC,20005,38.906076,-77.034846,Free,J1772
None,High Street View - Phase II,public,,2024-10-08,2022-06-25,,,1.0,150 Kings Manor Dr,Williamsburg,VA,23185,37.2868967,-76.7262669,"$5.00/Hr Parking Fee , $0.20/kWh Energy Fee",J1772
None,Hill Crest Mansion Inn - Tesla Destination,public,INN,2022-10-06,2018-10-25,,,1.0,1100 McCormick Blvd,Clifton Forge,VA,24422,37.8261389,-79.8297699,Free,TESLA
None,Hilltop Plaza,public,,2024-10-07,2020-10-21,2.0,,,1725 Laskin Rd,Virginia Beach,VA,23454,36.84988,-76.02406,,CHADEMO J1772COMBO
None,Hilltop Square Shopping Center,public,,2024-10-07,2021-03-22,,,2.0,10346 Courthouse Rd,Spotsylvania Courthouse,VA,22553,38.244852,-77.528864,,J1772
None,Hilltop Village Center,public,,2024-10-07,2019-10-27,4.0,,,7905 Hilltop Village Center Dr,Alexandria,VA,22315,38.742896,-77.162922,,CHADEMO J1772COMBO
None,Hilton - Tru Ocean City,private,HOTEL,2020-10-09,2020-07-01,,,3.0,3401 Coastal Hwy,Ocean City,MD,21842,38.362409,-75.073079,,J1772
None,Hilton Alexandria Old Town - Tesla Destination,public,HOTEL,2022-10-06,2016-12-13,,,2.0,1767 King St,Alexandria,VA,22314,38.807129,-77.059363,Free,TESLA
None,Hilton Baltimore Garage,public,PUBLIC,2024-10-08,2024-01-10,,,8.0,240 S. Paca St.,Baltimore,MD,21201,39.285571,-76.621883,,J1772
None,Hilton Crystal City at Washington Reagan National Airport,public,,2024-10-08,2021-06-16,,,2.0,2399 Jefferson Davis Highway,Arlington,VA,22202,38.852599,-77.052326,Free,J1772
None,Hilton Fairfax,public,,2024-10-08,2022-10-21,,,2.0,12777 Fair Lakes Circles,Fairfax,VA,22033,38.85743,-77.386439,,J1772
None,Hilton Garden Inn,public,HOTEL,2024-08-15,2022-11-22,,,2.0,2201 M St NW,Washington,DC,20037,38.90562790037026,-77.04896501689177,Free,J1772
None,Hilton Garden Inn Kent Island - Tesla Destination,public,HOTEL,2022-10-06,2017-08-15,,,4.0,3206 Main St,Grasonville,MD,21638,38.966327,-76.240875,Free,J1772 TESLA
None,Hilton Garden Inn Manassas,public,INN,2022-12-13,2021-10-27,,,4.0,7001 Infantry Ridge Rd,Manassas,VA,20147,38.805272,-77.515518,,TESLA
None,Hilton Garden Inn Waldorf,public,,2024-10-08,2011-05-20,,,2.0,10385 O'Donnell Pl.,Waldorf,MD,20603,38.619302,-76.93311,FREE,J1772
None,Hilton Garden Inn Washington DC Downtown - Tesla Destination,public,HOTEL,2022-10-06,2015-12-10,,,2.0,815 14th St NW,Washington,DC,20005,38.9007011,-77.0316487,Free,TESLA
None,Hilton McLean Tysons Corner - Tesla Destination,public,HOTEL,2022-10-06,2015-08-14,,,2.0,7920 Jones Branch Dr,McLean,VA,22102,38.925974,-77.216181,Free,TESLA
None,Hilton Richmond Downtown - Tesla Destination,public,HOTEL,2022-10-06,2016-01-13,,,1.0,501 E Broad St,Richmond,VA,23219,37.542205,-77.437577,Free,TESLA
None,Hilton Richmond Hotel & Spa/Short Pump - Tesla Destination,public,HOTEL,2022-10-06,2017-05-30,,,2.0,12042 W Broad St,Richmond,VA,23233,37.659337,-77.628263,Free,TESLA
None,Hilton Suites Ocean City Oceanfront - Tesla Destination,public,HOTEL,2022-10-06,2017-03-07,,,2.0,3200 N Baltimore Ave,Ocean City,MD,21842,38.360378,-75.072756,Free,TESLA
None,Hines,public,OFFICE_BLDG,2023-06-12,2023-01-18,,,4.0,700 13th St NW,Washington,DC,20005,38.8988961,-77.0298326,,J1772
None,Hines - 1200 Nineteenth Street NW,public,,2024-10-08,2016-12-21,,,4.0,1200 19th Street NW Suite 260,Washington,DC,20036,38.9060995,-77.0438477,$1.00/Hr Parking Fee,J1772
None,Hines - Columbia Square,public,PARKING_GARAGE,2022-10-11,2022-09-15,,,8.0,555 13th St NW,Washington,DC,20004,38.896954,-77.028774,,J1772
None,Historic Hampton Inn,public,HOTEL,2024-02-12,2020-11-11,,,2.0,401 E Nelson St,Lexington,VA,24450,37.779904,-79.439043,$0.25 per minute,J1772
None,Hitachi Rail,public,,2024-10-08,2024-08-21,,,12.0,16650 Halfway Boulevard,Hagerstown,MD,21740,39.6372554,-77.7959193,,J1772
None,Holiday Inn Christiansburg - Tesla Destination,public,HOTEL,2022-10-06,2015-06-23,,,2.0,99 Bradley Drive,Christiansburg,VA,24073,37.162493,-80.427376,Free,J1772 TESLA
None,Holiday Inn Express & Suites Wytheville - Tesla Supercharger,public,,2024-07-01,2015-12-01,6.0,,,165 Malin Drive,Wytheville,VA,24382,36.945693,-81.054651,,TESLA
None,"Holiday Inn Express & Suites, Newport News - Tesla Destination",public,HOTEL,2022-10-06,2018-05-22,,,5.0,943 J Clyde Morris Blvd,Newport News,VA,23601,37.0928622,-76.4606547,Free,J1772 TESLA
None,Holiday Inn Express Baltimore-BWI Airport West - Tesla Destination,public,HOTEL,2022-10-06,2017-06-19,,,3.0,7481 Ridge Rd,Hanover,MD,21076,39.160052,-76.711847,Free,J1772 TESLA
None,Holiday Inn Express Lexington - Tesla Supercharger,public,,2024-07-01,2015-12-01,6.0,,,880 N Lee Hwy,Lexington,VA,24450,37.796979,-79.419007,,TESLA
None,Holiday Inn Express Roanoke - Civic Center - Tesla Destination,public,HOTEL,2022-10-06,2017-07-17,,,6.0,815 Gainsboro Rd NW,Roanoke,VA,24016,37.281753,-79.940541,Free,J1772 TESLA
None,Holiday Inn Oceanfront - Tesla Destination,public,HOTEL,2022-10-06,2015-11-03,,,6.0,6600 Coastal Hwy,Ocean City,MD,21842,38.389613,-75.064479,Free,J1772 TESLA
None,Holiday Inn Washington DC-Central/White House,public,,2024-10-08,2012-08-29,,,1.0,1501 Rhode Island Avenue NW,Washington,DC,20005,38.9079994,-77.0347353,$2.00/Hr Parking Fee,J1772
None,Holiday Trav-L-Park,public,CAMPGROUND,2023-01-10,2014-08-01,,2.0,,1075 General Booth Blvd,Virginia Beach,VA,23451,36.804863,-75.997863,Free,NEMA1450
None,Hollins U - Dara,public,,2024-10-08,2022-05-20,,,1.0,8003 Fishburn Drive,Hollins,VA,24020,37.3540487,-79.9426958,,J1772
None,Hollins U - West 1 & 2,public,,2024-10-08,2022-10-27,,,2.0,8295 Keystone Lane,Hollins,VA,24020,37.3580889,-79.9465275,,J1772
None,Hollinswood Shopping Center,public,,2024-10-07,2023-12-07,6.0,,,2215 W Patapsco Ave,Baltimore,MD,21230,39.25026,-76.64344,,CHADEMO J1772COMBO
None,Home,public,,2024-10-08,2024-04-22,,,1.0,1832 Disney Estates Circle,Severn,MD,21144,39.1327456,-76.7235982,,J1772
None,Home 2 Suites by Hilton Owings Mills,public,,2024-10-08,2023-02-10,,,2.0,4514 Painters Mill Road,Owings Mills,MD,21117,39.39617470660157,-76.78838511501472,Free,J1772
None,Home2 Suites - Blacksburg,public,,2024-10-08,2021-11-30,,,5.0,1321 Rugby Lane,Blacksburg,VA,24060,37.2149521,-80.402936,,J1772
None,Home2 Suites by Hilton White Marsh,public,,2024-10-08,2023-05-02,,,2.0,10465 Philadelphia Road,White Marsh,MD,21162,39.3754364,-76.4387289,,J1772
None,Home2Suites,public,,2024-10-08,2020-06-26,,,4.0,1701 Elton Rd,Silver Sping,MD,20903,39.019734,-76.974933,,J1772
None,Homewood Suites Arlington Rosslyn Key Bridge,public,,2024-10-08,2016-03-19,,,1.0,1900 N Quinn St,Arlington,VA,22209,38.8970405,-77.078841,FREE,J1772
None,Homewood Suites Charlottesville,public,PARKING_LOT,2024-05-09,2023-08-23,,,2.0,2036 India Rd,Charlottesville,VA,22901,38.06219,-78.48831,,J1772
None,Homewood Suites by Hilton Richmond-Downtown - Tesla Destination,public,HOTEL,2022-10-06,2017-07-17,,,1.0,700 E Main St,Richmond,VA,23219,37.539373,-77.43763,Free,TESLA
None,Horn Point Lab,public,,2024-10-08,2016-04-01,,,3.0,2020 Horns Point Rd,Cambridge,MD,21613,38.5849647,-76.1378611,FREE,J1772
None,Horn Point Marina,public,,2024-10-08,2021-09-07,,,1.0,105 Eastern Ave,Annapolis,MD,21403,38.969882,-76.47619,"$0.00-$2.00/Hr Variable Parking Fee, $0.35/kWh Energy Fee",J1772
None,Horseshoe Casino,public,OTHER_ENTERTAINMENT,2022-11-10,2019-01-14,,,6.0,1525 Russell St,Baltimore,MD,21230,39.273771,-76.627853,Free,J1772
None,Hotel Floyd,public,HOTEL,2022-11-10,2011-06-01,,,1.0,120 Wilson St,Floyd,VA,24091,36.910575,-80.31736,Free for guests; $10 for non-guests,J1772
None,Hotel Floyd - Tesla Destination,public,HOTEL,2022-10-06,2015-03-17,,,1.0,300 Rick Lewis Way,Floyd,VA,24091,36.910456,-80.31744,Free,TESLA
None,Hotel Indigo,public,HOTEL,2022-11-10,2016-02-11,,,4.0,24 W Franklin St,Baltimore,MD,21201,39.295255,-76.61648,Free,J1772
None,Hotel Roanoke and Conference Center - Tesla Destination,public,HOTEL,2022-10-06,2016-06-06,,,2.0,110 Shenandoah Ave NW,Roanoke,VA,24016,37.2746767,-79.9393021,Free,TESLA
None,Hotel at Arundel Preserve - Tesla Supercharger,public,HOTEL,2024-07-01,2019-11-19,8.0,,,7795 Arundel Mills Boulevard,Hanover,MD,21076,39.153255,-76.74378,,TESLA
None,Howard Community College,private,COLLEGE_CAMPUS,2024-09-12,2018-03-01,,,3.0,5051 Campus Dr,Columbia,MD,21044,39.212347,-76.880501,Free,J1772
None,Howard County Government - Dorsey Building,public,,2024-10-08,2011-05-05,,,5.0,9250 Bendix Rd.,Columbia,MD,21045,39.236994,-76.827476,FREE,J1772
None,Howard Square Apartments - Colonial Parking,public,PARKING_GARAGE,2024-09-12,2019-12-20,,,2.0,7500 Hearthside Way,Elkridge,MD,21075,39.173343,-76.78312,Free,J1772
None,Howard Square Apartments - Verde East,public,MULTI_UNIT_DWELLING,2022-11-10,2019-12-20,,,2.0,7710 Hearthside Way,Elkridge,MD,21075,39.175034,-76.779284,Free,J1772
None,Howard Square Apartments - Verde West,public,MULTI_UNIT_DWELLING,2022-11-10,2019-12-20,,,2.0,7604 Hearthside Way,Elkridge,MD,21075,39.174324,-76.780879,Free,J1772
None,"Hughes Network Systems, LLC",public,,2024-10-08,2021-09-07,,,4.0,11717 Exploration Lane,Germantown,MD,20876,39.1793165,-77.246935,,J1772
None,Hume Center for National Security and Technology,public,PARKING_LOT,2022-02-10,2022-01-24,,,2.0,1311 Research Center Dr,Blacksburg,VA,24060,37.2076379654743,-80.4192812918064,,J1772
None,Huntsman Square,public,,2024-10-07,2021-03-29,,,2.0,7501 Huntsman Blvd.,Springfield,VA,22153,38.751959,-77.264866,,J1772
None,Hurlock Park - Tennis Courts,public,REC_SPORTS_FACILITY,2022-11-10,2018-12-01,,,2.0,200 Charles St,Hurlock,MD,21643,38.632842,-75.864863,Free,J1772
None,Hyatt House Virginia Beach Oceanfront - Tesla Destination,public,HOTEL,2022-10-06,2017-06-19,,,3.0,2705 Atlantic Ave,Virginia Beach,VA,23451,36.855897,-75.97682,Free,J1772 TESLA
None,Hyatt Place Charlottesville - Tesla Destination,public,HOTEL,2022-10-06,2015-06-10,,,3.0,2100 Bond St,Charlottesville,VA,22901,38.06574,-78.492423,Free,J1772 TESLA
None,Hyatt Place Richmond / Chester - Tesla Destination,public,HOTEL,2022-10-06,2016-08-08,,,2.0,13148 Kingston Ave,Chester,VA,23836,37.347818,-77.34417,Free,TESLA
None,Hyatt Place Richmond Airport - Tesla Destination,public,HOTEL,2022-10-06,2017-04-11,,,2.0,4401 S Laburnum Ave,Richmond,VA,23231,37.530918,-77.358861,Free,J1772 TESLA
None,Hyatt Regency Baltimore - Tesla Destination,public,HOTEL,2022-10-06,2014-12-12,,,5.0,300 Light St,Baltimore,MD,21202,39.28462,-76.613671,Free,J1772 TESLA
None,"Hyatt Regency Chesapeake Bay Golf Resort, Spa And Marina",public,HOTEL,2023-09-14,2020-05-08,,,2.0,100 Heron Blvd,Cambridge,MD,21613,38.561263,-76.046307,free,J1772
None,Hyatt Regency Inner Harbor Garage,public,PUBLIC,2024-10-08,2024-01-26,,,9.0,300 Light St.,Baltimore,MD,21202,39.28453182497,-76.613488832408,,J1772
None,Hyatt Regency Washington on Capitol Hill - Tesla Destination,public,HOTEL,2022-10-06,2016-04-19,,,4.0,400 New Jersey Ave NW,Washington,DC,20001,38.895083,-77.011283,Free,J1772 TESLA
None,Hyatt Washington DC North Mall,public,,2024-10-08,2015-09-09,,,4.0,400 E Street Southwest,Washington,DC,20024,38.8829816,-77.0180331,FREE,J1772
None,Hyman Brothers Nissan,private,CAR_DEALER,2024-02-12,2011-05-15,,,1.0,11841 Midlothian Turnpike,Midlothian,VA,23113,37.5036,-77.61842,Free,J1772
None,Hyman Brothers Nissan,public,CAR_DEALER,2024-02-12,2011-05-15,1.0,,2.0,11841 Midlothian Turnpike,Midlothian,VA,23113,37.5036,-77.61842,Free,CHADEMO J1772
None,IBEWLOCAL26JATC LANHAM 1,public,,2024-10-08,2021-01-27,,,2.0,4371 parliament place,Lanham,MD,20706,38.94944,-76.835477,,J1772
None,IBEWLOCAL26JATC LANHAM 2,public,,2024-10-08,2016-08-16,,,2.0,4371 Parliament Pl,Lanham,MD,20706,38.949449,-76.835461,,J1772
None,IBEWLOCAL26JATC MANASSAS 1,public,,2024-10-08,2011-10-15,,,2.0,7016 Infantry Ridge Rd,Manassas,VA,20109,38.803836,-77.516487,,J1772
None,IBEWLOCAL26JATC MANASSAS 2,public,,2024-10-08,2021-01-27,,,2.0,7016 Infantry Ridge Rd,Manassas,VA,20109,38.803773,-77.516418,,J1772
None,ICON at Dulles - I Building Garage,public,PARKING_LOT,2024-05-09,2023-12-12,,,4.0,2333 Dulles Station Blvd,Herndon,VA,20171,38.95669,-77.41776,,J1772
None,ICON at Dulles - K Building Garage,public,PARKING_LOT,2024-05-09,2023-12-12,,,6.0,2341 Dulles Station Blvd,Herndon,VA,20171,38.95671,-77.4188,,J1772
None,IDEAL HYUNDAI STATION 4771,public,,2024-10-08,2024-09-17,1.0,,,5871 MD-355,Frederick,MD,21704,39.396843,-77.40695,,CHADEMO J1772COMBO
None,IKEA Station (Test Purpose Only - LAB Location),public,,2024-10-07,2024-08-22,1.0,,,21660 Red Rum Dr,Ashburn,VA,20147,39.01902,-77.47913,,CHADEMO J1772COMBO
None,IKEA USA BALTIMORE-DC 1,public,,2024-10-08,2023-02-01,,,1.0,8352 Honeygo Blvd,Nottingham,MD,21236,39.375324,-76.462851,,J1772
None,IKEA USA BALTIMORE-DC 3,public,,2024-10-08,2023-02-01,,,1.0,8352 Honeygo Blvd,Nottingham,MD,21236,39.375314,-76.462898,,J1772
None,IKEA USA BALTIMORE-DC 4,public,,2024-10-08,2023-02-01,,,1.0,8352 Honeygo Blvd,Nottingham,MD,21236,39.374872,-76.462194,,J1772
None,IKEA USA COLLEGE PARK 1,public,,2024-10-08,2023-02-01,,,1.0,10100 Baltimore Ave,College Park,MD,20740,39.021242,-76.928186,,J1772
None,IKEA USA COLLEGE PARK 2,public,,2024-10-08,2023-02-01,,,1.0,10100 IKEA Way,College Park,MD,20740,39.020425,-76.928023,,J1772
None,IKEA USA COLLEGE PARK 3,public,,2024-10-08,2023-02-01,,,1.0,10100 IKEA Way,College Park,MD,20740,39.020404,-76.928106,,J1772
None,IKEA USA COLLEGE PARK 4,public,,2024-10-08,2023-02-01,,,1.0,10100 IKEA Way,College Park,MD,20740,39.020366,-76.928134,,J1772
None,IKEA USA NORFOLK 1,public,,2024-10-07,2023-02-01,,,1.0,6000 Northampton Blvd,Norfolk,VA,23502,36.87581,-76.200728,,J1772
None,IKEA USA NORFOLK 2,public,,2024-10-07,2023-02-01,,,1.0,6000 Northampton Blvd,Norfolk,VA,23502,36.875928,-76.200585,,J1772
None,IKEA USA NORFOLK 3,public,,2024-10-07,2023-02-01,,,1.0,6000 Northampton Blvd,Norfolk,VA,23502,36.875821,-76.200709,,J1772
None,IKEA USA WOODBRIDGE 1,public,,2024-10-07,2023-02-01,,,1.0,Potomac Mills Cir at Biddeford Way,Woodbridge,VA,22192,38.642657,-77.289833,,J1772
None,IKEA USA WOODBRIDGE 2,public,,2024-10-07,2023-02-01,,,1.0,Potomac Mills Cir at Biddeford Way,Woodbridge,VA,22192,38.642681,-77.28987,,J1772
None,INDIAN HEAD STATION 1,public,,2024-10-08,2019-01-08,,1.0,1.0,4195 Indian Head Hwy,Indian Head,MD,20640,38.59949,-77.164468,,J1772 NEMA515
None,INITIAL 7250 EV EMORYHILL1,public,,2024-10-08,2022-09-15,,,2.0,7250 Parkway Dr,Hanover,MD,21076,39.17454,-76.733965,,J1772
None,INITIAL 7250 EV EMORYHILL2,public,,2024-10-08,2022-09-15,,,2.0,7250 Parkway Dr,Hanover,MD,21076,39.174542,-76.733893,,J1772
None,INITIAL 7250 EV EMORYHILL3,public,,2024-10-08,2022-09-15,,,2.0,7250 Parkway Dr,Hanover,MD,21076,39.174511,-76.733869,,J1772
None,INITIAL 7250 EV EMORYHILL4,public,,2024-10-08,2022-09-15,,,2.0,7250 Parkway Dr,Hanover,MD,21076,39.174548,-76.734025,,J1772
None,"INL - D-0327-GPL004, Parking Lot 4 - Richmond VA",private,FED_GOV,2024-01-10,2021-01-15,,,2.0,G Rd,Richmond,VA,23297,37.414222,-77.447472,,J1772
None,INL - Site Facilities - Ft Belvoir VA,private,FED_GOV,2024-01-10,2021-01-15,,,4.0,6201 John J Kingman Rd,Fort Belvoir,VA,22060,38.719056,-77.162379,,J1772
None,INN RICHMOND STATION 1,public,,2024-10-07,2020-12-31,,,2.0,5416 Glenside Dr,Richmond,VA,23228,37.610584,-77.516023,,J1772
None,INN RICHMOND STATION 2,public,,2024-10-07,2021-01-27,,,2.0,5416 Glenside Dr,Richmond,VA,23228,37.610561,-77.516052,,J1772
None,INN RICHMOND STATION 3,public,,2024-10-07,2020-12-31,,,2.0,5406 Glenside Dr,Richmond,VA,23228,37.610513,-77.516046,,J1772
None,INNSBROOK SHOPS INNSBROOK 1,public,,2024-10-07,2023-10-07,,,2.0,4028 Cox Rd,Glen Allen,VA,23060,37.647272,-77.583724,,J1772
None,INSTRATA GARAGE INSTRATA GARAGE,public,,2024-10-08,2016-11-16,,,2.0,901 15th St S,Arlington,VA,22202,38.861084,-77.061712,,J1772
None,INTERPARK PENN QTR1,public,,2024-10-08,2019-12-25,,,2.0,616 E St NW,Washington,DC,20004,38.896423,-77.02124,,J1772
None,IRIDIUM SNOC A,public,,2024-10-07,2022-08-05,,,2.0,44330 Woodridge Pkwy,Leesburg,VA,20176,39.073674,-77.469749,,J1772
None,IVT Shops at Town Center Germantown LLC,public,,2024-10-08,2011-12-30,,,2.0,19718 Germantown Road,Germantown,MD,20874,39.1807395,-77.2662729,FREE,J1772
None,Idylwood Plaza - Tesla Supercharger,public,SHOPPING_MALL,2024-07-01,2020-11-23,8.0,,,7501 Leesburg Place,Falls Church,VA,22043,38.902531,-77.203257,,TESLA
None,Il Gardino - Tesla Destination,public,RESTAURANT,2022-10-06,2017-10-26,,,2.0,2105 W Great Neck Rd,Virginia Beach,VA,23451,36.9050547,-76.0702417,Free,TESLA
