ID,Station_Name,Access,Owner,Last_Used,Open_Date,DC_Fast,Level1_Charging,Level2_Charging,Address,City,State,Zipcode,Latitude,Longitude,Pricing,Connection_Type
4599,AMZ 17LNP1EV6 2123,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861382,-77.054429,,J1772
4600,AMZ 17LNP1EV6 2224,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.8614,-77.054562,,J1772
4601,AMZ 17LNP1EV6 2527,public,,2024-10-07,2023-10-12,0,0,2,1300 S Eads St,Arlington,VA,22202,38.861482,-77.054558,,J1772
4602,AMZ 17LNP1EV6 2628,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861376,-77.054549,,J1772
4603,AMZ 17LNP1EV6 2931,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861407,-77.054537,,J1772
4604,AMZ 17LNP1EV6 3032,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861385,-77.054548,,J1772
4605,AMZ 17LNP1EV6 57,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.86144,-77.054504,,J1772
4606,AMZ 17LNP1EV6 68,public,,2024-10-07,2023-10-12,0,0,2,1402 S Eads St,Arlington,VA,22202,38.861424,-77.054622,,J1772
4607,AMZ 17LNP1EV6 911,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861399,-77.054472,,J1772
4608,AMZ 17LNP1EV7 1012,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861386,-77.054596,,J1772
4609,AMZ 17LNP1EV7 13,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861401,-77.054551,,J1772
4610,AMZ 17LNP1EV7 1315,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861413,-77.054559,,J1772
4611,AMZ 17LNP1EV7 1416,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861379,-77.054584,,J1772
4612,AMZ 17LNP1EV7 1719,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861414,-77.054572,,J1772
4613,AMZ 17LNP1EV7 1820,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861394,-77.054612,,J1772
4614,AMZ 17LNP1EV7 2123,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861415,-77.054585,,J1772
4615,AMZ 17LNP1EV7 2224,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.86138,-77.054567,,J1772
4616,AMZ 17LNP1EV7 24,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861392,-77.054604,,J1772
4617,AMZ 17LNP1EV7 2527,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861393,-77.054597,,J1772
4618,AMZ 17LNP1EV7 2628,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861378,-77.054594,,J1772
4619,AMZ 17LNP1EV7 2931,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861394,-77.054586,,J1772
4620,AMZ 17LNP1EV7 57,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861369,-77.054555,,J1772
4621,AMZ 17LNP1EV7 8,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861388,-77.054588,,J1772
4622,AMZ 17LNP1EV7 911,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861462,-77.054587,,J1772
4623,AMZ 17LNP1EV8 1012,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861431,-77.054585,,J1772
4624,AMZ 17LNP1EV8 115,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.86138,-77.054603,,J1772
4625,AMZ 17LNP1EV8 116,public,,2024-10-07,2023-10-11,0,0,2,525 14th St S,Arlington,VA,22202,38.861378,-77.054559,,J1772
4626,AMZ 17LNP1EV8 119,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861402,-77.054576,,J1772
4627,AMZ 17LNP1EV8 13,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861388,-77.054603,,J1772
4628,AMZ 17LNP1EV8 2123,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861404,-77.054591,,J1772
4629,AMZ 17LNP1EV8 2224,public,,2024-10-07,2023-10-11,0,0,2,525 14th St S,Arlington,VA,22202,38.861392,-77.054567,,J1772
4630,AMZ 17LNP1EV8 24,public,,2024-10-07,2023-10-12,0,0,2,1402 S Eads St,Arlington,VA,22202,38.861403,-77.054623,,J1772
4631,AMZ 17LNP1EV8 2527,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861405,-77.054601,,J1772
4632,AMZ 17LNP1EV8 2628,public,,2024-10-07,2023-10-11,0,0,2,525 14th St S,Arlington,VA,22202,38.86139,-77.054575,,J1772
4633,AMZ 17LNP1EV8 2931,public,,2024-10-07,2023-10-12,0,0,2,1402 S Eads St,Arlington,VA,22202,38.861405,-77.05461,,J1772
4634,AMZ 17LNP1EV8 3032,public,,2024-10-07,2023-10-12,0,0,2,510 14th St S,Arlington,VA,22202,38.860658,-77.05509,,J1772
4635,AMZ 17LNP1EV8 57,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861388,-77.05461,,J1772
4636,AMZ 17LNP1EV8 68,public,,2024-10-07,2023-10-12,0,0,2,1402 S Eads St,Arlington,VA,22202,38.861428,-77.054603,,J1772
4637,AMZ 17LNP1EV8 911,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861391,-77.054627,,J1772
4638,AMZ 17LNP1EV9 1012,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.860601,-77.05508,,J1772
4639,AMZ 17LNP1EV9 1416,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.860593,-77.05508,,J1772
4640,AMZ 17LNP1EV9 1719,public,,2024-10-07,2023-10-12,0,0,2,510 14th St S,Arlington,VA,22202,38.860647,-77.055097,,J1772
4641,AMZ 17LNP1EV9 1820,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.860576,-77.05508,,J1772
4642,AMZ 17LNP1EV9 2123,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.860467,-77.055048,,J1772
4643,AMZ 17LNP1EV9 2224,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.860576,-77.055091,,J1772
4644,AMZ 17LNP1EV9 24,public,,2024-10-07,2023-10-12,0,0,2,510 14th St S,Arlington,VA,22202,38.860651,-77.055112,,J1772
4645,AMZ 17LNP1EV9 2527,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.860476,-77.055048,,J1772
4646,AMZ 17LNP1EV9 2628,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.860551,-77.055059,,J1772
4647,AMZ 17LNP1EV9 2931,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.860484,-77.055059,,J1772
4648,AMZ 17LNP1EV9 3032,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.860526,-77.05508,,J1772
4649,AMZ 17LNP1EV9 3335,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.860509,-77.055069,,J1772
4650,AMZ 17LNP1EV9 3436,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.86144,-77.054547,,J1772
4651,AMZ 17LNP1EV9 68,public,,2024-10-07,2023-10-12,0,0,2,510 14th St S,Arlington,VA,22202,38.860634,-77.055069,,J1772
4652,AMZ 17LNP1EV9 911,public,,2024-10-07,2023-10-12,0,0,2,510 14th St S,Arlington,VA,22202,38.860631,-77.05509,,J1772
4653,AMZ 17LNPEV10 1012,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.860417,-77.054994,,J1772
4654,AMZ 17LNPEV10 1416,public,,2024-10-07,2023-11-11,0,0,2,510 14th St S,Arlington,VA,22202,38.860551,-77.05479,,J1772
4655,AMZ 17LNPEV10 1820,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.86045,-77.055059,,J1772
4656,AMZ 17LNPEV10 2123,public,,2024-10-07,2023-10-12,0,0,2,510 14th St S,Arlington,VA,22202,38.860644,-77.05508,,J1772
4657,AMZ 17LNPEV10 2224,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.860459,-77.055069,,J1772
4658,AMZ 17LNPEV10 24,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.860425,-77.055016,,J1772
4659,AMZ 17LNPEV10 2527,public,,2024-10-07,2023-10-12,0,0,2,510 14th St S,Arlington,VA,22202,38.860632,-77.055106,,J1772
4660,AMZ 17LNPEV10 2628,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.860459,-77.055048,,J1772
4661,AMZ 17LNPEV10 2931,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.8604,-77.055026,,J1772
4662,AMZ 17LNPEV10 3032,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.860467,-77.055059,,J1772
4663,AMZ 17LNPEV10 3335,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.86045,-77.055026,,J1772
4664,AMZ 17LNPEV10 3436,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.86045,-77.055016,,J1772
4665,AMZ 17LNPEV10 68,public,,2024-10-07,2023-10-12,0,0,2,S Elm St,Arlington,VA,22202,38.860392,-77.055059,,J1772
4666,AMZ 230441016507,public,,2024-10-07,2023-10-11,0,0,2,525 14th St S,Arlington,VA,22202,38.861379,-77.054574,,J1772
4667,AMZ 7LNP1EV9 13,public,,2024-10-07,2023-10-12,0,0,2,510 14th St S,Arlington,VA,22202,38.860658,-77.055073,,J1772
4668,ANNAPOLIS HYNDA CPE250 1,public,,2024-10-08,2024-08-31,1,0,0,3101 Solomons Island Rd,Edgewater,MD,21037,38.939342,-76.564564,,CHADEMO J1772COMBO
4669,ANNAPOLIS HYNDA CPE250 2,public,,2024-10-08,2024-08-31,1,0,0,3105 MD-2,Edgewater,MD,21037,38.938971,-76.564245,,CHADEMO J1772COMBO
4670,ANSEL RTC PHASE II#4,public,,2024-10-08,2022-02-10,0,0,2,33 Monroe St,Rockville,MD,20850,39.084593,-77.149153,,J1772
4671,ANSEL STATION2,public,,2024-10-08,2023-07-18,0,0,2,33 Monroe St,Rockville,MD,20850,39.084623,-77.149507,,J1772
4672,ANTHEM INC AMERIGROUP 1,public,,2024-10-08,2021-01-27,0,0,2,1300 Amerigroup Way,Virginia Beach,VA,23464,36.798797,-76.199845,,J1772
4673,AP RESIDENCES CHARGER#1,public,,2024-10-08,2022-10-08,0,0,2,7791 Arundel Mills Blvd,Hanover,MD,21076,39.151655,-76.74389,,J1772
4674,"APA 750 First St, NE",public,,2024-10-08,2015-03-20,0,0,1,"750 First St, NE",Washington,DC,20002,38.8998373,-77.0071072,$0.00-$5.00/Hr Variable Parking Fee,J1772
4675,APERTURE RESTON STATION,public,,2024-10-08,2021-12-22,0,0,2,11401 Sunset Hills Rd,Reston,VA,20190,38.950155,-77.340355,,J1772
4676,APS #13,public,,2024-10-08,2022-09-24,0,0,2,1201 Winterson Road,Linthicum Heights,MD,21090,39.2031707,-76.6825862,,J1772
4677,APS #9,public,,2024-10-08,2022-09-24,0,0,2,901 Elkridge Landing Road,Linthicum Heights,MD,21090,39.2002711,-76.684,,J1772
4678,APTA PROPERTIES P1 - UNIT 1,public,,2024-10-07,2022-08-14,0,0,2,3030 Potomac Ave,Alexandria,VA,22301,38.833195,-77.04847,,J1772
4679,APTA PROPERTIES P1 - UNIT 2,public,,2024-10-07,2022-08-14,0,0,2,3030 Potomac Ave,Alexandria,VA,22301,38.83324,-77.04843,,J1772
4680,ARE 55WW 50WW-2,public,,2024-10-08,2024-08-07,0,0,2,55 W Watkins Mill Rd,Gaithersburg,MD,20878,39.151463,-77.232743,,J1772
4681,ARE 55WW 55WW-1,public,,2024-10-08,2024-08-07,0,0,2,55 W Watkins Mill Rd,Gaithersburg,MD,20878,39.151463,-77.232786,,J1772
4682,ARE MD 24 1 2,public,,2024-10-08,2019-08-15,0,0,2,9800 Medical Center Dr,Rockville,MD,20850,39.09583,-77.197235,,J1772
4683,ARE MD 24 15 16,public,,2024-10-08,2021-05-14,0,0,2,9800 Medical Center Dr,Rockville,MD,20850,39.09475,-77.196648,,J1772
4684,ARE MD 24 17 18,public,,2024-10-08,2021-05-14,0,0,2,9800 Medical Center Dr,Rockville,MD,20850,39.094746,-77.196664,,J1772
4685,ARE MD 24 19 20,public,,2024-10-08,2021-05-14,0,0,2,9800 Medical Center Dr,Rockville,MD,20850,39.094846,-77.196594,,J1772
4686,ARE MD 24 3 4,public,,2024-10-08,2021-01-27,0,0,2,9800 Medical Center Dr,Rockville,MD,20850,39.094872,-77.196427,,J1772
4687,ARE MD 24 5 6,public,,2024-10-08,2021-01-27,0,0,2,9800 Medical Center Dr,Rockville,MD,20850,39.09481,-77.196481,,J1772
4688,ARE MD 24 7 8,public,,2024-10-08,2021-01-27,0,0,2,9800 Medical Center Dr,Rockville,MD,20850,39.09486,-77.196465,,J1772
4689,ARE MD 24 9 10,public,,2024-10-08,2021-01-27,0,0,2,9800 Medical Center Dr,Rockville,MD,20850,39.094787,-77.196526,,J1772
4690,ARLINGTON CO. 1212 S IRVING,public,,2024-10-07,2023-06-13,0,0,1,1212 S Irving St,Arlington,VA,22204,38.859364,-77.089966,,J1772
4691,ARLINGTON CO. AMCC 1,public,,2024-10-07,2023-03-10,0,0,2,909 S Dinwiddie St,Arlington,VA,22204,38.856791,-77.112017,,J1772
4692,ARLINGTON CO. AURORA 1,public,,2024-10-07,2024-09-12,0,0,1,1600 South Hayes Street,Arlington,VA,22202,38.858493,-77.0594,,J1772
4693,ARLINGTON CO. AURORA 2,public,,2024-10-07,2024-09-12,0,0,1,1600 South Hayes Street,Arlington,VA,22202,38.858483,-77.059407,,J1772
4694,ARLINGTON CO. AURORA 3,public,,2024-10-07,2024-09-11,0,0,1,656 15th St S,Arlington,VA,22202,38.858463,-77.059422,,J1772
4695,ARLINGTON CO. AURORA 4,public,,2024-10-07,2024-09-10,0,0,1,656 15th St S,Arlington,VA,22202,38.858484,-77.059424,,J1772
4696,ARLINGTON CO. FAIRLINGTON 1,public,,2024-10-07,2023-11-14,0,0,2,3302 S Stafford St,Arlington,VA,22206,38.834854,-77.087011,,J1772
4697,ARLINGTON CO. FAIRLINGTON 2,public,,2024-10-07,2023-11-14,0,0,2,3302 S Stafford St,Arlington,VA,22206,38.834857,-77.087056,,J1772
4698,ARLINGTON CO. LB AQUATICS 1,public,,2024-10-07,2022-03-17,0,0,2,333 Long Bridge Drive,Arlington,VA,22202,38.870263,-77.043853,,J1772
4699,ARLINGTON CO. LB AQUATICS 2,public,,2024-10-07,2022-03-17,0,0,2,333 Long Bridge Drive,Arlington,VA,22202,38.870262,-77.043996,,J1772
4700,ARLINGTON CO. LB AQUATICS 3,public,,2024-10-07,2022-03-17,0,0,2,333 Long Bridge Drive,Arlington,VA,22202,38.870146,-77.043907,,J1772
4701,ARLINGTON CO. LB AQUATICS 4,public,,2024-10-07,2022-03-17,0,0,2,333 Long Bridge Drive,Arlington,VA,22202,38.870146,-77.044025,,J1772
4702,ARLINGTON CO. MADISON 1,public,,2024-10-07,2024-07-10,0,0,1,3829 N Stafford St,Arlington,VA,22207,38.923255,-77.124385,,J1772
4703,ARLINGTON CO. MADISON 2,public,,2024-10-07,2024-07-12,0,0,1,3829 North Stafford Street,Arlington,VA,22207,38.923157,-77.124307,,J1772
4704,ARLINGTON CO. MADISON 3,public,,2024-10-07,2024-07-10,0,0,1,3829 N Stafford St,Arlington,VA,22207,38.923214,-77.12441,,J1772
4705,ARLINGTON CO. MADISON 4,public,,2024-10-07,2024-07-12,0,0,1,3829 North Stafford Street,Arlington,VA,22207,38.923174,-77.124398,,J1772
4706,ARLINGTON CO. MADISON 5,public,,2024-10-07,2024-07-10,0,0,1,3829 N Stafford St,Arlington,VA,22207,38.92316,-77.12444,,J1772
4707,ARLINGTON CO. MADISON 6,public,,2024-10-07,2024-07-10,0,0,1,3829 N Stafford St,Arlington,VA,22207,38.923142,-77.124447,,J1772
4708,ARUNDEL MILLS ELEMENT HOTELS,public,,2024-10-08,2010-07-15,0,1,0,7522 Teague Rd,Hanover,MD,21076,39.155907,-76.717216,,NEMA515
4709,ATAPCO PROPERTY ATAPCO GARAGE 1,public,,2024-10-08,2018-12-20,0,0,1,601 N Calvert St,Baltimore,MD,21202,39.297438,-76.612611,,J1772
4710,ATAPCO PROPERTY ATAPCO GARAGE 2,public,,2024-10-08,2021-01-27,0,0,1,601 N Calvert street,Baltimore,MD,21202,39.297462,-76.612601,,J1772
4711,ATAPCO PROPERTY ATAPCO GARAGE 3,public,,2024-10-08,2021-01-27,0,0,1,601 N Calvert Street,Baltimore,MD,21202,39.29739,-76.612594,,J1772
4712,ATAPCO PROPERTY ATAPCO GARAGE 4,public,,2024-10-08,2021-01-27,0,0,1,601 N Calvert Street,Baltimore,MD,21202,39.297367,-76.612593,,J1772
4713,ATWORTHCP EV 2,public,,2024-10-08,2024-08-24,0,0,2,4201 River Rd,College Park,MD,20740,38.97609,-76.92821,,J1772
4714,AVEC on H,public,,2024-10-08,2019-08-27,0,0,4,901 H Street NE,Washington,DC,20002,38.89988,-76.993784,,J1772
4715,AZ/JH REIT (DC) LP c/o Transwestern,public,,2024-10-08,2021-08-26,0,0,3,"1100 New York Avenue, NW Suite Ground Floor",Washington,DC,20005,38.9002423,-77.0274863,FREE,J1772
4716,Aberdeen Proving Grounds,private,MIL_BASE,2022-10-11,2018-09-01,0,0,1,Susquehanna Ave,Aberdeen,MD,21005,39.480606,-76.135055,,J1772
4717,Academy Ford,private,CAR_DEALER,2023-09-14,2013-02-19,0,0,2,13401 Baltimore Ave,Laurel,MD,20707,39.07394,-76.869633,Free,J1772
4718,Acclaim at Belmont Bay,public,MULTI_UNIT_DWELLING,2023-11-09,2021-10-27,0,0,2,13875 Clear Lake Cir,Woodbridge,VA,22191,38.652064,-77.237398,Free,J1772
4719,Acura of Ellicott City,public,,2024-10-08,2024-04-05,0,0,2,8559 Baltimore National Pike,Ellicott City,MD,21043,39.28313430528964,-76.80803348560447,,J1772
4720,Addison Court Apartments,public,,2024-10-08,2024-03-11,0,0,2,416 East North Pointe Drive,Salisbury,MD,21804,38.414626745471445,-75.56035414380747,,J1772
4721,Addison Row Apartments Lot,public,MULTI_UNIT_DWELLING,2024-10-08,2024-05-04,0,0,8,4800 Addison Rd.,Capitol Heights,MD,20743,38.910364773854944,-76.92302271723747,,J1772
4722,Admin Bldg Parking Lot,public,,2024-10-08,2022-11-05,0,0,4,536 Viking Dr,Virginia Beach,VA,23451,36.8188146,-76.0633043,,J1772
4723,Advanced Technology and Research,private,RESEARCH_FACILITY,2023-09-14,2012-04-07,0,0,1,12301 Kiln Ct,Beltsville,MD,20705,39.060091,-76.889953,,J1772
4724,Afton Mountain Bed & Breakfast - Tesla Destination,public,B_AND_B,2022-10-06,2017-09-05,0,0,1,10273 Rockfish Valley Hwy,Afton,VA,22920,37.9827904,-78.8400318,Free,TESLA
4725,Agora Apartments,public,,2024-10-08,2017-06-20,0,0,13,800 New Jersey Avenue Southeast,Washington,DC,20003,38.8803225,-77.0053454,,J1772
4726,Akridge,public,,2024-10-08,2013-03-29,0,0,2,"601 Thirteenth Street NW, Suite 300",Washington,DC,20005,38.897813,-77.029352,FREE,J1772
4727,Akridge,public,,2024-10-08,2022-10-13,0,0,2,900 7th Street NW,Washington,DC,20001,38.9020131,-77.0227351,,J1772
4728,Alameda Marketplace,public,,2024-10-08,2023-06-06,4,0,0,5600 The Alameda,Baltimore,MD,21239,39.3579597,-76.5959625,,CHADEMO J1772COMBO
4729,Alamo Drafthouse Cinema 03-04,public,,2024-10-07,2022-06-09,0,0,2,177 Kernstown Commons Boulevard,Winchester,VA,22602,39.119054,-78.194831,,J1772
4730,Albertsons Silver Spring #4817,public,,2024-10-07,2023-03-31,4,0,0,116 University Blvd W,Silver Spring,MD,20901,39.02155,-77.01518,,CHADEMO J1772COMBO
4731,Alexander Bell Plaza,public,,2024-10-08,2022-06-24,0,0,2,1835 Alexander Bell Drive,Reston,VA,20191,38.9437244,-77.3228565,,J1772
4732,"Alexandria Hyundai & Genesis of Alexandria (Alexandria, VA)",public,,2024-10-07,2023-10-28,4,0,0,1707 Mt Vernon Ave,Alexandria,VA,22301,38.82139,-77.05753,,J1772COMBO
4733,Alexandria Main Office,private,FED_GOV,2024-01-10,2021-01-15,0,0,2,610 N Henry St,Alexandria,VA,22314,38.812222,-77.05046,,J1772
4734,Allegiance Hospitalilty,public,,2024-10-08,2024-04-23,0,0,2,2100 Dickens Road Suite,Richmond,VA,23230,37.600240681322965,-77.51269484698908,,J1772
4735,Alley Entrance - 641 S. St. NW. Garage,public,PUBLIC,2024-10-08,2023-11-11,0,0,2,641 S. St. NW.,Washington,DC,20001,38.9146314,-77.021299,,J1772
4736,Amaris,public,,2024-10-08,2022-05-19,0,0,1,601 Wharf Street SW,Washington,DC,20024,38.8765843,-77.0213025,,J1772
4737,Amaris,public,,2024-10-08,2022-11-28,0,0,1,601 Wharf St SW,Washington,DC,20024,38.8767298,-77.0214478,,J1772
4738,Amaris - Parking lot# 328,public,,2024-10-08,2023-04-04,0,0,1,601 Wharf St,Washington,DC,20024,38.8765843,-77.0213025,,J1772
4739,Amaris Condo,public,,2024-10-08,2022-11-28,0,0,1,601 Wharf St SW,Washington,DC,20024,38.8765843,-77.0213025,,J1772
4740,Amaris Condominiums - Duggin,public,,2024-10-08,2022-05-19,0,0,1,601 Wharf St SW,Washington,DC,20024,38.8767298,-77.0214478,,J1772
4741,Amazon Fresh Chevy Chase,public,,2024-10-08,2021-09-23,0,0,2,5463 Wisconsin Ave.,Chevy Chase,MD,20815,38.962825,-77.084455,,J1772
4742,Amazon Fresh Manchester Lakes 01,public,,2024-10-07,2023-02-08,0,0,1,7005 Manchester Blvd,Franconia,VA,22310,38.766529,-77.153552,,J1772
4743,Amazon Fresh Manchester Lakes 02,public,,2024-10-07,2021-08-26,0,0,1,7005 Manchester Blvd,Franconia,VA,22310,38.766529,-77.153552,,J1772
4744,Amazon Fresh at Lorton Marketplace 02 DCFC,public,,2024-10-07,2023-02-08,1,0,0,9409 Lorton Market Street,Lorton,VA,22079,38.70294,-77.220024,,J1772COMBO
4745,American Center,public,,2024-10-08,2017-01-31,0,0,2,8300 Boone Boulevard,Vienna,VA,22182,38.9171387,-77.2318533,$0.07/kWh Energy Fee,J1772
4746,American Center for Physics - Series 8,public,,2024-10-08,2024-08-21,0,0,2,1 Physics Ellipse Drive,College Park,MD,20740,38.97172268412643,-76.92997123254149,,J1772
4747,Amherst House,public,,2024-10-08,2024-05-08,0,0,1,7251 Eden Brook Drive,Columbia,MD,21046,39.16873818480316,-76.86552871991312,,J1772
4748,Anderson Buick GMC Truck,public,,2024-10-08,2024-10-04,0,0,1,3015 EMMORTON RD,ABINGDON,MD,21009,39.475072,-76.308638,,J1772
4749,Annandale Shopping Center,public,,2024-10-07,2019-10-19,2,0,0,7040 Columbia Pike,Annandale,VA,22003,38.8342,-77.18924,,CHADEMO J1772COMBO
4750,Annapolis,public,,2024-10-08,2022-08-25,0,0,1,112 West Street,Annapolis,MD,21401,38.9781489,-76.4973566,FREE,J1772
4751,Annapolis Corporate-181,public,,2024-10-08,2021-09-05,0,0,1,181 Harry S Truman Parkway,Annapolis,MD,21401,38.97782908,-76.56005884,$0.50-$0.75/Hr Variable Parking Fee,J1772
4752,Annapolis Friends Meeting,public,PLACE_OF_WORSHIP,2021-09-10,2011-08-10,0,4,2,351 Dubois Ave,Annapolis,MD,21401,39.001676,-76.525253,Free,J1772 NEMA520
4753,Annapolis Junction-10170,public,,2024-10-08,2018-01-24,0,0,2,10170 Junction Drive,Annapolis Junction,MD,20701,39.1240872,-76.7939661,$0.50-$0.75/Hr Variable Parking Fee,J1772
4754,Annapolis Public Works,public,,2024-10-08,2023-09-15,0,0,4,39 Hudson Street,Annapolis,MD,21401,38.985796,-76.52963,,J1772
4755,Annapolis Towne Centre - Tesla Supercharger,public,,2024-07-01,2019-09-30,16,0,0,1906 Towne Centre Boulevard,Annapolis,MD,21401,38.980062,-76.540338,,TESLA
4756,Annapolis Waterfront Hotel,public,PUBLIC,2024-10-08,2023-06-01,0,0,2,80 Compromise St,Annapolis,MD,21401,38.976027,-76.485874,,J1772
4757,Annex Garage,public,PARKING_GARAGE,2022-11-10,2015-09-01,0,0,2,140 W Patrick St,Frederick,MD,21701,39.414063,-77.413739,Free,J1772
4758,"Annex \""B\"" Classrooms",public,,2024-10-08,2018-12-05,0,0,1,101 College Parkway,Arnold,MD,21012,39.0490132,-76.5167488,$1.00/Hr Parking Fee,J1772
4759,Anthem - North Garage,private,PARKING_GARAGE,2024-01-09,2021-10-27,0,0,4,1511 USAA Dr,Norfolk,VA,23502,36.874828,-76.208022,Free,J1772
4760,Anthem Blue Cross Blue Shield,public,OFFICE_BLDG,2022-04-06,2021-12-08,0,0,2,2000 Maywill St,Richmond,VA,23230,37.582563,-77.490107,,J1772
4761,Anthem House,public,,2024-10-08,2022-10-26,0,0,6,900 East Fort Avenue,Baltimore,MD,21230,39.2718049,-76.6003369,,J1772
4762,"Antietam Overlook Farm, a Select Registry Property - Tesla Destination",public,HOTEL,2022-10-06,2015-05-20,0,0,2,4812 Porterstown Rd,Keedysville,MD,21756,39.445664,-77.705295,Free,J1772 TESLA
4763,Antrim 1844 Country House Hotel - Tesla Destination,public,HOTEL,2022-10-06,2015-04-23,0,0,2,30 Trevanion Rd,Taneytown,MD,21787,39.654916,-77.1730675,Free,J1772 TESLA
4764,Antwerpen Nissan,private,CAR_DEALER,2024-02-12,2012-01-31,0,0,1,11405 Reisterstown Rd,Owings Mills,MD,21117,39.43853,-76.80284,Free,J1772
4765,Antwerpen Nissan,private,CAR_DEALER,2024-02-12,2012-01-31,0,0,1,12451 Auto Dr,Clarksville,MD,21029,39.21308,-76.94426,Free,J1772
